age,workclass,education,educationno,maritalstatus,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native
33, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States
47, Local-gov, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
41, Self-emp-inc, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,60, United-States
19, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States
46, Private, HS-grad,9, Separated, Transport-moving, Not-in-family, White, Male,0,0,40, United-States
43, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States
55, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States
46, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States
30, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico
21, Private, Some-college,10, Separated, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States
46, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Dominican-Republic
41, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States
69, Self-emp-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States
50, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
20, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
45, Self-emp-inc, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States
23, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States
24, Private, Some-college,10, Separated, Other-service, Not-in-family, White, Male,0,1876,40, United-States
31, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
43, Private, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,44, United-States
20, Federal-gov, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States
55, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,56, United-States
24, Federal-gov, Some-college,10, Never-married, Armed-Forces, Not-in-family, White, Male,0,0,40, United-States
59, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,25, United-States
49, Federal-gov, 7th-8th,4, Never-married, Other-service, Not-in-family, Black, Male,0,0,20, United-States
33, Private, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,5178,0,10, United-States
59, Federal-gov, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States
34, Private, Masters,14, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States
20, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States
25, Private, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States
49, Private, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States
59, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
20, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
33, Private, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States
22, Private, Some-college,10, Never-married, Transport-moving, Own-child, Black, Male,0,0,39, United-States
58, Self-emp-not-inc, 9th,5, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States
52, Local-gov, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,28, United-States
36, Private, 10th,6, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States
41, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States
28, Private, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,2597,0,40, United-States
19, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,16, United-States
18, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,28, United-States
18, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,48, United-States
28, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
29, Private, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
40, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States
26, Private, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States
46, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
23, Private, 11th,7, Never-married, Other-service, Not-in-family, White, Female,0,0,24, United-States
44, Private, HS-grad,9, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
43, Private, Bachelors,13, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States
31, Local-gov, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,60, United-States
18, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States
19, Private, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,0,0,30, United-States
41, Private, Some-college,10, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States
41, Private, HS-grad,9, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States
69, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States
48, Federal-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States
28, Private, HS-grad,9, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States
27, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Ireland
41, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,50, United-States
41, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
24, Private, HS-grad,9, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, United-States
42, Self-emp-inc, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,41, United-States
57, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,48, United-States
30, Private, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
36, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States
49, Private, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States
33, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,35, United-States
23, Private, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States
46, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
18, Private, Some-college,10, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,22, Germany
40, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,55, United-States
43, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,45, United-States
34, Private, Masters,14, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States
47, Self-emp-not-inc, HS-grad,9, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States
44, Private, Assoc-voc,11, Widowed, Exec-managerial, Unmarried, White, Female,0,0,30, United-States
33, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
55, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States
19, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,2907,0,30, United-States
28, Private, Some-college,10, Never-married, Other-service, Not-in-family, Black, Male,0,0,14, United-States
27, Private, 11th,7, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,32, United-States
50, Private, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, United-States
22, Private, 11th,7, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States
40, State-gov, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1887,45, United-States
25, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States
26, Local-gov, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
22, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,25, United-States
42, Private, Some-college,10, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,625,40, United-States
38, Self-emp-inc, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States
55, Private, 11th,7, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States
32, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
22, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
29, Private, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,40, United-States
46, State-gov, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
31, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
58, Self-emp-not-inc, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,16, United-States
42, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
18, Private, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,25, United-States
58, Local-gov, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,33, United-States
54, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States
34, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States
26, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
61, Private, 12th,8, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States
48, Local-gov, Masters,14, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States
36, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
24, Private, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States
40, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,37, United-States
33, Self-emp-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
37, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1887,40, United-States
34, Private, Masters,14, Never-married, Exec-managerial, Own-child, White, Male,4650,0,40, United-States
56, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States
37, Private, Bachelors,13, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States
44, Private, HS-grad,9, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States
54, Private, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States
23, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States
22, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,45, United-States
33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States
39, Private, Bachelors,13, Separated, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States
47, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,37, United-States
26, Private, HS-grad,9, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,55, United-States
31, Private, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States
44, Private, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, United-States
42, Self-emp-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States
19, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States
27, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States
51, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States
28, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
57, Private, Bachelors,13, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States
45, Local-gov, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States
50, Private, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
34, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States
45, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States
73, Local-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States
34, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States
31, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States
19, Private, 11th,7, Never-married, Sales, Not-in-family, White, Male,0,0,12, United-States
25, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,50, United-States
38, Federal-gov, Assoc-voc,11, Divorced, Craft-repair, Unmarried, White, Female,6497,0,40, United-States
39, Private, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
23, Private, Bachelors,13, Never-married, Tech-support, Own-child, Black, Female,0,0,32, United-States
49, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
33, Federal-gov, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,32, United-States
21, Private, 5th-6th,3, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,38, Mexico
31, Private, Assoc-voc,11, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
23, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States
34, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines
25, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines
39, Private, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States
52, Self-emp-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
63, Local-gov, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,7688,0,40, United-States
41, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
46, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,38, United-States
53, Local-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
18, Private, 12th,8, Never-married, Priv-house-serv, Own-child, White, Male,0,0,40, United-States
38, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
55, Private, Masters,14, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,50, Thailand
34, Private, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States
80, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States
34, Private, Assoc-voc,11, Divorced, Tech-support, Unmarried, White, Female,0,0,60, United-States
52, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,5013,0,40, United-States
42, Private, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,28, Haiti
26, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States
31, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
25, Local-gov, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States
55, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2057,60, United-States
19, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States
62, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,32, United-States
22, Federal-gov, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States
35, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States
28, Private, HS-grad,9, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, United-States
47, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States
44, State-gov, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
21, Private, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,15, United-States
35, Private, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States
24, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
28, Private, Bachelors,13, Never-married, Tech-support, Own-child, White, Male,0,0,50, United-States
21, Private, Some-college,10, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,35, United-States
62, Federal-gov, Some-college,10, Divorced, Tech-support, Not-in-family, Black, Male,4650,0,40, United-States
39, Private, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States
30, State-gov, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States
72, Self-emp-not-inc, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,1429,20, United-States
50, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, United-States
28, Local-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States
29, Private, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
26, Private, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States
27, Private, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States
29, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3103,0,40, United-States
29, Private, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States
31, Private, 11th,7, Married-civ-spouse, Sales, Wife, White, Female,0,0,20, United-States
25, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,75, United-States
58, Private, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
64, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States
46, State-gov, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,38, United-States
19, Private, HS-grad,9, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,35, United-States
42, Private, HS-grad,9, Divorced, Other-service, Not-in-family, Black, Male,0,0,52, United-States
18, Private, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,24, United-States
58, Self-emp-inc, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, United-States
20, Private, Some-college,10, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,60, United-States
35, Federal-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
32, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,38, United-States
23, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,25, United-States
31, Private, Some-college,10, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States
33, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, Black, Male,0,0,55, United-States
41, Private, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,48, United-States
22, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States
46, Private, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States
61, Federal-gov, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States
30, Private, HS-grad,9, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States
42, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States
63, Private, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States
26, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
42, Private, 10th,6, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
23, Private, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
25, Private, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, White, Male,0,1590,40, United-States
30, Private, 9th,5, Married-civ-spouse, Other-service, Husband, White, Male,0,0,32, El-Salvador
23, Private, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,40, United-States
34, Self-emp-not-inc, Assoc-voc,11, Never-married, Farming-fishing, Not-in-family, White, Male,27828,0,60, United-States
30, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,0,2057,48, United-States
39, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
30, Private, 11th,7, Never-married, Handlers-cleaners, Other-relative, White, Male,0,1721,38, Puerto-Rico
38, Local-gov, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States
26, Private, HS-grad,9, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, United-States
20, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,16, United-States
